hpo_id,name,definition,synonyms,text_for_embedding
HP:0000245,Abnormal paranasal sinus morphology,"Abnormality of the paranasal (cranial) sinuses, which are air-filled spaces that are located within the bones of the skull and face and communicate with the nasal cavity. They comprise the maxillary sinuses, the frontal sinuses, the ethmoid sinuses, and the sphenoid sinuses.","['Abnormality of the sinuses', 'Abnormality of the sinuses of the head', 'Abnormality of the paranasal sinuses']","Abnormal paranasal sinus morphology. Abnormality of the paranasal (cranial) sinuses, which are air-filled spaces that are located within the bones of the skull and face and communicate with the nasal cavity. They comprise the maxillary sinuses, the frontal sinuses, the ethmoid sinuses, and the sphenoid sinuses. Abnormality of the sinuses. Abnormality of the sinuses of the head. Abnormality of the paranasal sinuses"
HP:0000246,Sinusitis,"Inflammation of the paranasal sinuses owing to a viral, bacterial, or fungal infection, allergy, or an autoimmune reaction.","['Sinus infection', 'Sinus inflammation', 'Sinus disease']","Sinusitis. Inflammation of the paranasal sinuses owing to a viral, bacterial, or fungal infection, allergy, or an autoimmune reaction. Sinus infection. Sinus inflammation. Sinus disease"
HP:0000248,Brachycephaly,"An abnormality of skull shape characterized by a decreased anterior-posterior diameter. That is, a cephalic index greater than 81%. Alternatively, an apparently shortened anteroposterior dimension (length) of the head compared to width.","['Broad cranium shape', 'Broad head shape', 'Broad skull shape', 'Wide cranium shape', 'Wide head shape', 'Wide skull shape', 'Short and broad skull']","Brachycephaly. An abnormality of skull shape characterized by a decreased anterior-posterior diameter. That is, a cephalic index greater than 81%. Alternatively, an apparently shortened anteroposterior dimension (length) of the head compared to width. Broad cranium shape. Broad head shape. Broad skull shape. Wide cranium shape. Wide head shape. Wide skull shape. Short and broad skull"
HP:0000250,Dense calvaria,An abnormal increase of density of the bones making up the calvaria.,['Dense skull cap'],Dense calvaria. An abnormal increase of density of the bones making up the calvaria. Dense skull cap
HP:0000252,Microcephaly,Head circumference below 2 standard deviations below the mean for age and gender.,"['Abnormally small head', 'Decreased size of head', 'Small head', 'Small skull', 'Abnormally small cranium', 'Abnormally small skull', 'Decreased circumference of cranium', 'Decreased size of cranium', 'Decreased size of skull', 'Reduced head circumference', 'Small head circumference', 'small cranium', 'small calvarium']",Microcephaly. Head circumference below 2 standard deviations below the mean for age and gender. Abnormally small head. Decreased size of head. Small head. Small skull. Abnormally small cranium. Abnormally small skull. Decreased circumference of cranium. Decreased size of cranium. Decreased size of skull. Reduced head circumference. Small head circumference. small cranium. small calvarium
HP:0000253,Progressive microcephaly,Progressive microcephaly is diagnosed when the head circumference falls progressively behind age- and gender-dependent norms.,"['Microcephaly, postnatal, progressive', 'Microcephaly, progressive', 'Progressively abnormally small cranium', 'Progressively abnormally small skull']","Progressive microcephaly. Progressive microcephaly is diagnosed when the head circumference falls progressively behind age- and gender-dependent norms. Microcephaly, postnatal, progressive. Microcephaly, progressive. Progressively abnormally small cranium. Progressively abnormally small skull"
HP:0000255,Acute sinusitis,An acute form of sinusitis.,[],Acute sinusitis. An acute form of sinusitis. 
HP:0000256,Macrocephaly,"Occipitofrontal (head) circumference greater than 97th centile compared to appropriate, age matched, sex-matched normal standards. Alternatively, a apparently increased size of the cranium.","['Big calvaria', 'Big cranium', 'Big head', 'Big skull', 'Increased size of head', 'Large calvaria', 'Large cranium', 'Large skull', 'Increased size of cranium', 'Increased size of skull', 'Large head', 'Large head circumference', 'Macrocephalus', 'Macrocrania', 'Megacephaly']","Macrocephaly. Occipitofrontal (head) circumference greater than 97th centile compared to appropriate, age matched, sex-matched normal standards. Alternatively, a apparently increased size of the cranium. Big calvaria. Big cranium. Big head. Big skull. Increased size of head. Large calvaria. Large cranium. Large skull. Increased size of cranium. Increased size of skull. Large head. Large head circumference. Macrocephalus. Macrocrania. Megacephaly"
HP:0000260,Wide anterior fontanel,Enlargement of the anterior fontanelle with respect to age-dependent norms.,"['Large anterior fontanel', 'Large anterior fontanelle', 'Large open anterior fontanel', 'Large open anterior fontanelle', 'Wide anterior fontanelle', 'Wide open anterior fontanelle', 'Wider-than-typical soft spot of skull', 'Large anterior fontanels']",Wide anterior fontanel. Enlargement of the anterior fontanelle with respect to age-dependent norms. Large anterior fontanel. Large anterior fontanelle. Large open anterior fontanel. Large open anterior fontanelle. Wide anterior fontanelle. Wide open anterior fontanelle. Wider-than-typical soft spot of skull. Large anterior fontanels
HP:0000262,Turricephaly,Tall head relative to width and length.,"['Tall shaped head', 'Tall shaped cranium', 'Tall shaped skull', 'Tower cranium shape', 'Tower skull shape', 'Turricephalus']",Turricephaly. Tall head relative to width and length. Tall shaped head. Tall shaped cranium. Tall shaped skull. Tower cranium shape. Tower skull shape. Turricephalus
HP:0000263,Oxycephaly,"Oxycephaly (from Greek oxus, sharp, and kephalos, head) refers to a conical or pointed shape of the skull.",['Acrocephaly'],"Oxycephaly. Oxycephaly (from Greek oxus, sharp, and kephalos, head) refers to a conical or pointed shape of the skull. Acrocephaly"
HP:0000264,Abnormal mastoid morphology,"An abnormality of the mastoid process, which is the conical prominence projecting from the undersurface of the mastoid portion of the temporal bone.","['Abnormality of mastoid process of temporal bone', 'Abnormality of the mastoid']","Abnormal mastoid morphology. An abnormality of the mastoid process, which is the conical prominence projecting from the undersurface of the mastoid portion of the temporal bone. Abnormality of mastoid process of temporal bone. Abnormality of the mastoid"
HP:0000265,Mastoiditis,,[],Mastoiditis.  
HP:0000267,Cranial asymmetry,Asymmetry of the bones of the skull.,"['Asymmetry of head', 'Uneven head shape', 'Asymmetry of cranium', 'Cranial vault asymmetry', 'Abnormality of cranial vault shape', 'Abnormality of cranium shape', 'Abnormality of head shape', 'Malformation of cranial vault shape', 'Malformation of cranium shape', 'Malformation of head shape']",Cranial asymmetry. Asymmetry of the bones of the skull. Asymmetry of head. Uneven head shape. Asymmetry of cranium. Cranial vault asymmetry. Abnormality of cranial vault shape. Abnormality of cranium shape. Abnormality of head shape. Malformation of cranial vault shape. Malformation of cranium shape. Malformation of head shape
HP:0000268,Dolichocephaly,"An abnormality of skull shape characterized by a increased anterior-posterior diameter, i.e., an increased antero-posterior dimension of the skull. Cephalic index less than 76%. Alternatively, an apparently increased antero-posterior length of the head compared to width. Often due to premature closure of the sagittal suture.","['Narrow cranium shape', 'Narrow head shape', 'Narrow skull shape', 'Turridolichocephaly', 'Long, narrow head', 'Tall and narrow skull', 'Large dolichocephalic skull']","Dolichocephaly. An abnormality of skull shape characterized by a increased anterior-posterior diameter, i.e., an increased antero-posterior dimension of the skull. Cephalic index less than 76%. Alternatively, an apparently increased antero-posterior length of the head compared to width. Often due to premature closure of the sagittal suture. Narrow cranium shape. Narrow head shape. Narrow skull shape. Turridolichocephaly. Long, narrow head. Tall and narrow skull. Large dolichocephalic skull"
HP:0000269,Prominent occiput,Increased convexity of the occiput (posterior part of the skull).,"['Prominent back of the head', 'Prominent posterior head', 'Protruding back of the head', 'Prominent back of the skull', 'Prominent posterior cranium', 'Prominent posterior skull', 'Protruding occiput']",Prominent occiput. Increased convexity of the occiput (posterior part of the skull). Prominent back of the head. Prominent posterior head. Protruding back of the head. Prominent back of the skull. Prominent posterior cranium. Prominent posterior skull. Protruding occiput
HP:0000270,Delayed cranial suture closure,"Infants normally have two fontanels at birth, the diamond-shaped anterior fontanelle at the junction of the coronal and sagittal sutures, and the posterior fontanelle at the intersection of the occipital and parietal bones. The posterior fontanelle usually closes by the 8th week of life, and the anterior fontanel closes by the 18th month of life on average. This term applies if there is delay of closure of the fontanelles beyond the normal age.","['Broad late closing cranial sutures', 'Delayed closure of fontanel', 'Delayed closure of fontanelles', 'Delayed closure of fontanels', 'Delayed closure of the fontanelles', 'Delayed cranial suture closure', 'Delayed fontanel closure', 'Delayed fontanelle closure', 'Late closing fontanelles', 'Late closure of fontanelle', 'Late-closing fontanelle', 'Open sutures']","Delayed cranial suture closure. Infants normally have two fontanels at birth, the diamond-shaped anterior fontanelle at the junction of the coronal and sagittal sutures, and the posterior fontanelle at the intersection of the occipital and parietal bones. The posterior fontanelle usually closes by the 8th week of life, and the anterior fontanel closes by the 18th month of life on average. This term applies if there is delay of closure of the fontanelles beyond the normal age. Broad late closing cranial sutures. Delayed closure of fontanel. Delayed closure of fontanelles. Delayed closure of fontanels. Delayed closure of the fontanelles. Delayed cranial suture closure. Delayed fontanel closure. Delayed fontanelle closure. Late closing fontanelles. Late closure of fontanelle. Late-closing fontanelle. Open sutures"
HP:0000271,Abnormality of the face,An abnormality of the face.,"['Abnormality of the countenance', 'Abnormality of the physiognomy', 'Abnormality of the visage', 'Disorder of face', 'Abnormal face', 'Abnormality of the face', 'Facial abnormality', 'Disorder of the face', 'Anomaly of face', 'Anomaly of the face', 'Facial anomaly']",Abnormality of the face. An abnormality of the face. Abnormality of the countenance. Abnormality of the physiognomy. Abnormality of the visage. Disorder of face. Abnormal face. Abnormality of the face. Facial abnormality. Disorder of the face. Anomaly of face. Anomaly of the face. Facial anomaly
